Business Name,Address,City,State,ZIP Code,Phone,Website,Email,LinkedIn URL,Facebook URL,Instagram URL,Twitter URL,Rating,Reviews,Category,Price Level,Place ID
23rd Street Dental | Oklahoma City OK,"2825 NW 23rd St, Oklahoma City, OK, United States, 73107",,,,(405) 942-0337,https://23rdstdental.com/,,,https://www.facebook.com/23rdStreetDentalOKC,,,82% recommend (9 Reviews),,Cosmetic Dentist,,
Northwest OKC Dental Care,"3001 NW 63rd Street, 73116",,,,(405) 840-7714,https://northwestokcdentalcare.com/,,,https://facebook.com/102354634418,,,100% recommend (50 Reviews),,Dentist & Dental Office,,
,,,,,,https://www.facebook.com/Schilling,,,,,,,,,,
Donelson Dental Center | Nashville TN,"120 Donelson Pike, Suite 103, Nashville, TN, United States, 37214",,,,(615) 885-1695,https://www.donelsondentalcenter.com/,info@donelsondentalcenter.com,,https://www.facebook.com/donelsondentalcenter,,,Not yet rated (2 Reviews),,Dentist & Dental Office,,
Davis Dental Center | Louisville KY,"902 Dupont Rd, Louisville, KY, United States, 40207",,,,(502) 895-8577,http://davisdentalcenter.com/,davisdentalcenter902@gmail.com,,https://www.facebook.com/DavisDentalCenterLouisville,,,96% recommend (68 Reviews),,Cosmetic Dentist,,
My Family Dentistry | Powell TN,"7916 Conner Rd, Powell, TN, United States, 37849",,,,,https://www.myfamilydentistry.com/,smile@myfamilydentistry.com,,https://www.facebook.com/MyFamilyDentistry,,,98% recommend (349 Reviews),,General Dentist,,
Advanced Dentistry of Nevada MO | Nevada MO,"1701 W Austin Blvd, Nevada, MO, United States, 64772",,,,(417) 667-7134,https://advanceddentistrymo.com/,info@advanceddentistrymo.com,,https://www.facebook.com/advanceddentistrymo,,,,,Dentist & Dental Office,,
Kendrick Dental Group | Hermitage TN,"5518 Old Hickory Blvd, Hermitage, TN, United States, 37076",,,,(615) 889-7363,http://kendrickdentalgroup.com/,kendrickdentalgroup@gmail.com,,https://www.facebook.com/kendrickdentalgroup,,,100% recommend (28 Reviews),,General Dentist,,
Oklahoma Dental | Del City OK,"5225 SE 15th St, Del City, OK, United States, 73115",,,,(405) 670-2461,https://okddelcity.com/,okddelcity@mydentalmail.com,,https://facebook.com/338294406324968,,,100% recommend (17 Reviews),,Dentist & Dental Office,,
Absolute Granite Exports,,,,,,,,,https://www.facebook.com/Absolute,,,Not yet rated (0 Reviews),,Industrial Company,,
McOmie Family Dentistry | Chattanooga TN,"5999 Shallowford Rd, Chattanooga, TN, United States, 37421",,,,(423) 899-1112,https://mcomiedentistry.com/,mark.mcomie@gmail.com,,https://www.facebook.com/McOmieFamilyDentistry,,,100% recommend (355 Reviews),,Dentist & Dental Office,,
Sumner Dental Group - Dentist Gallatin | Gallatin TN,"200 S Westland Ave Suite 1, Gallatin, TN, United States, 37066",,,,(615) 257-3133,http://www.sumnerdentalgroup.com/,info@sumnerdentalgroup.com,,https://www.facebook.com/SumnerDentalGroup,,,94% recommend (41 Reviews),,Dentist & Dental Office,,
Revive Implant + Cosmetic Dentistry | Mount Juliet TN,"1097 Weston Dr, Mount Juliet, TN, United States, 37122",,,,(615) 758-7745,https://www.mtjulietdentalimplants.com/,info@drelijahbrown.com,,https://www.facebook.com/reviveMJ,,,100% recommend (24 Reviews),,General Dentist · Cosmetic Dentist · Dentist & Dental Office,,
Tiny Town Smiles Dentistry,"1466 Tiny Town Rd, Ste A, 37042",,,,(931) 548-0119,https://www.TinyTownSmilesDentistry.com/?sc_cid=Facebook%3AO%3AGP%3A851%3ASocial%3AGeneral%3Ana&_vsrefdom=organic_social&y_source=1_OTUwMzA5My01NTktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,tinytownsmilesdentistry@smilegeneration.com,,https://www.facebook.com/405879853210152,,,92% recommend (20 Reviews),,Dentist & Dental Office,,
Robinson Grimm Dentalcare | Cookeville TN,"738 E Spring St, Cookeville, TN, United States, 38501",,,,(931) 520-8880,http://rgdentalcare.com/,,,https://www.facebook.com/robinsongrimmdentalcare,,,98% recommend (35 Reviews),,Cosmetic Dentist,,
CG Dentist Orlando | Orlando FL,"8865 Commodity Circle, Suite 6, Orlando, FL, United States, 32819",,,,(407) 219-5931,http://www.cgdentistorlando.com/,drg@gcdentist.com,,https://www.facebook.com/GurreoneroDentalOrlando,,,100% recommend (46 Reviews),,General Dentist,,
Starbody Dental | Murfreesboro TN,"122 Heritage Park Dr Suite 300, Murfreesboro, TN, United States, 37129",,,,(615) 896-1330,http://www.starbodydental.com/,drmichael@starbodydental.com,,https://www.facebook.com/StarbodyDental,,,100% recommend (78 Reviews),,General Dentist,,
Baldwin Park Family Dental,"4808 New Broad Street, 32814",,,,(407) 897-1120,https://baldwinparkfamilydental.com/,dentalexcellencebp@heartlanddentalcare.com,,https://facebook.com/133365366757718,,,96% recommend (34 Reviews),,Dentist & Dental Office,,
Gallatin Dental Care | Gallatin TN,"1101 Nashville Pike, Suite 110, Gallatin, TN, United States, 37066",,,,(615) 452-2191,https://gallatindentalcare.com/,gallatindc@heartlanddentalcare.com,,https://facebook.com/224770460904490,,,98% recommend (94 Reviews),,Dentist & Dental Office,,
Bush Dentistry | Goodlettsville TN,"911 Meadowlark Ln, Goodlettsville, TN, United States, 37072",,,,(615) 851-6800,https://www.jameslbushdds.com/,info@jameslbushdds.com,,https://www.facebook.com/jameslbushdds,,,96% recommend (32 Reviews),,General Dentist,,
Midland Family Dental Center | Frostburg MD,"19819 Broad Street, Frostburg, MD, United States, 21532",,,,(301) 463-6669,https://frostburgmidlanddental.com/,,,https://www.facebook.com/1775974512671263,,,100% recommend (9 Reviews),,Dentist & Dental Office,,
All About Kids Pediatric Dentistry | Memphis TN,"3285 Hacks Cross Road Ste 101, Memphis, TN, United States, 38125",,,,(901) 759-0970,http://www.allaboutkidsteeth.org/,,,https://www.facebook.com/AllAboutKidsTeeth,,,94% recommend (309 Reviews),,Pediatric Dentist,,
Precision Dental - Midwest City Dentist | Midwest City OK,"800 S Douglas Blvd, Midwest City, OK, United States, 73130",,,,(405) 733-1641,http://www.precisiondentalcenter.com/,schedule@precisiondentalcenter.com,,https://www.facebook.com/precisiondentalcenter,,,96% recommend (229 Reviews),,Cosmetic Dentist,,
"Randy Staples, DDS | Jackson TN","3021 Highway 45 Byp, Jackson, TN, United States, 38305",,,,(731) 668-6700,http://randystaplesdds.com/,,,https://www.facebook.com/mini.implants.tennessee,,,100% recommend (9 Reviews),,General Dentist,,
,,,,,,https://www.facebook.com/Spring,,,,,,,,,,
Dental Care on Port Royal | Spring Hill TN,"1005 Jim Warren Pkwy, Spring Hill, TN, United States, 37174",,,,(931) 486-8550,https://dentalcareonportroyal.com/,dcportroyal@mydentalmail.com,,https://facebook.com/624358220768572,,,Not yet rated (0 Reviews),,Dentist & Dental Office,,
Farmington Village Dental Care,"9380 Sullivan Vale Ln, Ste A, 28215",,,,(704) 954-8548,https://farmingtonvillagedentalcare.com/,farmingtonvillagedc@mydentalmail.com,,https://facebook.com/116084198168189,,,Not yet rated (2 Reviews),,Dentist & Dental Office,,
Aspen Smile Dentistry | Aspen CO,"1280 S. Ute Suite 23, Aspen, CO, United States, 81611",,,,(970) 925-6565,http://www.aspensmiledentistry.com/,info@aspensmiledentistry.com,,https://www.facebook.com/aspensmile,,,Not yet rated (4 Reviews),,General Dentist,,
Sacramento Dentistry Group,,,,,(916) 538-6900,https://sacramentodentistry.com/,appointment@sacramentodentistry.com,,https://www.facebook.com/SacramentoDentistryGroup,,,90% recommend (41 Reviews),,Dentist & Dental Office,,
TOC Sanitätshaus,"Leipziger Straße 45c, Magdeburg, Germany, 39120",,,,+49 391 6111743,http://www.toc-reha.de/,kontakt@toc-reha.de,,https://www.facebook.com/Tocreha,,,86% recommend (13 Reviews),,Entrepreneur,,
Waterville Family Dentistry | Waterville ME,"151 Silver Street, Waterville, ME, United States, 04901",,,,(207) 873-1311,https://watervilledentistry.com/,waterville@beautifulsmile.com,,https://www.facebook.com/Watervillefamilydentistryy,,,98% recommend (34 Reviews),,General Dentist,,
Moore Complete Dental | Oklahoma City OK,"138 SW 134th St, Ste C, Oklahoma City, OK, United States, 73170",,,,(405) 378-5692,https://moorecompletedental.com/,moorecd@mydentalmail.com,,https://facebook.com/540638819392887,,,100% recommend (217 Reviews),,Dentist & Dental Office,,
Emergency Dental of Nashville,"15576 Old Hickory Blvd, 37211-7330",,,,(615) 314-4199,https://emergencydentalofnashville.com/,,,https://www.facebook.com/emergencydentalnashvilletn,,,Not yet rated (4 Reviews),,Cosmetic Dentist · Teeth Whitening Service · Dentist & Dental Office,,
Devine Dentistry,"4219 Hillsboro Pike, Ste 105, 37215",,,,(615) 269-4209,https://devinedentistry.com/,devinedentistrytn@mydentalmail.com,,https://www.facebook.com/100063518443953,,,98% recommend (85 Reviews),,Dentist & Dental Office,,
Dental Health Center of Northern Virginia | Falls Church VA,"444 W. Broad Street Suite D, Falls Church, VA, United States, 22046",,,,(703) 462-8800,http://www.dentalhealthcenterofnorthernvirginia.com/,dhcnova@gmail.com,,https://www.facebook.com/DentaHealthCenterofNorthernVirginia,,,100% recommend (11 Reviews),,Cosmetic Dentist,,
Zahnarzt Praxis Dr. Kracke | Hagen,"Cunostr. 46a, Hagen, Germany, 58093 ",,,,+49 2331 95660,http://www.dr-kracke.de/,praxis@dr-kracke.de,,https://www.facebook.com/ZahnarztPraxisDrKracke,,,96% recommend (16 Reviews),,Doctor,,
"Jack Haney, DDS | Knoxville TN","117 Huxley Rd Ste C, Knoxville, TN, United States, 37922",,,,(865) 693-6886,http://www.drjackhaney.com/,info@drjackhaney.com,,https://www.facebook.com/jackhaneydds,,,100% recommend (5 Reviews),,Dentist & Dental Office,,
Clarksville Modern Dentistry | Clarksville TN,"1777 Madison St, Ste 100, Clarksville, TN, United States, 37043",,,,(931) 202-9151,https://www.ClarksvilleModernDentistry.com/?sc_cid=Facebook%3AO%3AGP%3A846%3ASocial%3AGeneral%3Ana&_vsrefdom=organic_social&y_source=1_NDIxMjM0Mi01NTktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,clarksvillemoderndentistry@smilegeneration.com,,https://www.facebook.com/226334004496944,,,90% recommend (34 Reviews),,Dentist & Dental Office,,
Dentists of Hudson Oaks and Orthodontics | Hudson Oaks TX,"100 Hudson Oaks Dr, Ste 110, Hudson Oaks, TX, United States, 76087",,,,(817) 717-9653,https://www.DentistsofHudsonOaks.com/?sc_cid=Facebook%3AO%3AGP%3A747%3ASocial%3AGeneral%3Ana&_vsrefdom=organic_social&y_source=1_MTMwMTEwMzEtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,hudsonoakssmile@smilegeneration.com,,https://www.facebook.com/2760283300655030,,,84% recommend (10 Reviews),,Dentist & Dental Office,,
,,,,,,https://www.facebook.com/Bruce,,,,,,,,,,
Clarksville Tongue Tie Center | Clarksville TN,"2698 Townsend Ct Suite B, Clarksville, TN, United States, 37043",,,,(931) 444-3410,http://www.clarksvilletonguetie.com/,hello@clarksvilletonguetie.com,,https://www.facebook.com/clarksvilletonguetie,,,Not yet rated (4 Reviews),,Pediatric Dentist,,
3D Dental Care | Alexandria VA,"6100 Franconia Rd, # A, Alexandria, VA, United States, 22310",,,,(703) 922-8440,https://3ddentalcarealexandria.com/,info@3ddentalcarealexandria.com,,https://www.facebook.com/3DDentalCare,,,Not yet rated (4 Reviews),,General Dentist,,
,,,,,,https://www.facebook.com/DrCfamilydentistry,,,,,,,,,,
,,,,,,https://www.facebook.com/DentalCareofGermantown,,,,,,,,,,
,,,,,,https://www.facebook.com/Dr.Happe.und.Kollegen,,,,,,,,,,
,,,,,,https://www.facebook.com/Simple,,,,,,,,,,
,,,,,,https://www.facebook.com/RiverfrontDntlAssociates,,,,,,,,,,
,,,,,,https://www.facebook.com/JosephWiggsDDS,,,,,,,,,,
,,,,,,https://www.facebook.com/OklahomaDentalSurgeryCenters,,,,,,,,,,
,,,,,,https://www.facebook.com/nusetsmile,,,,,,,,,,
,,,,,,https://www.facebook.com/BrattenDental,,,,,,,,,,
,,,,,,https://www.facebook.com/Carter,,,,,,,,,,
,,,,,,https://www.facebook.com/Volunteer,,,,,,,,,,
,,,,,,https://www.facebook.com/AddismileDentalCare,,,,,,,,,,
,,,,,,https://www.facebook.com/WentzvilleFamilyDentist,,,,,,,,,,
,,,,,,https://www.facebook.com/comprehensivefamilydentistryatwexfordgardens,,,,,,,,,,
,,,,,,https://www.facebook.com/MadisonSquareFamilyDental,,,,,,,,,,
,,,,,,https://www.facebook.com/communityhealthcenterscc,,,,,,,,,,
,,,,,,https://www.facebook.com/ThomasWilliamsDDS,,,,,,,,,,
,,,,,,https://www.facebook.com/smilesbysongstad,,,,,,,,,,
,,,,,,https://facebook.com/youroaksdentalgroup,,,,,,,,,,
,,,,,,https://www.facebook.com/MarylandDentalCenter,,,,,,,,,,
,,,,,,https://facebook.com/allsmilessmyrna,,,,,,,,,,
,,,,,,https://www.facebook.com/BlakeneySmiles,,,,,,,,,,
,,,,,,https://www.facebook.com/rrdentalcare,,,,,,,,,,
,,,,,,https://www.facebook.com/Luckman,,,,,,,,,,
,,,,,,https://www.facebook.com/share,,,,,,,,,,
,,,,,,https://www.facebook.com/Advances,,,,,,,,,,
,,,,,,https://www.facebook.com/North,,,,,,,,,,
,,,,,,https://www.facebook.com/erica.polk.5688,,,,,,,,,,
,,,,,,https://www.facebook.com/Zachary,,,,,,,,,,
,,,,,,https://www.facebook.com/Sullivan,,,,,,,,,,
,,,,,,https://www.facebook.com/miranda.christy1,,,,,,,,,,
,,,,,,https://www.facebook.com/Angstadt,,,,,,,,,,
,,,,,,https://facebook.com/haws.orthodontics,,,,,,,,,,
,,,,,,https://www.facebook.com/Allegheny,,,,,,,,,,
,,,,,,https://www.facebook.com/Aaron,,,,,,,,,,
,,,,,,https://www.facebook.com/Landsdowne,,,,,,,,,,
,,,,,,https://www.facebook.com/Sicher,,,,,,,,,,
,,,,,,https://www.facebook.com/Sinquefield,,,,,,,,,,
,,,,,,https://www.facebook.com/Bartlett,,,,,,,,,,
,,,,,,https://www.facebook.com/Fairfax,,,,,,,,,,
,,,,,,https://www.facebook.com/bobbytomberlinmusic,,,,,,,,,,
,,,,,,https://www.facebook.com/groups/508437767594574/posts/874342291004118,,,,,,,,,,
,,,,,,https://www.facebook.com/groups/377859419867490/posts/1344549619865127,,,,,,,,,,
,,,,,,https://www.facebook.com/100063589190517/posts/1326399456156348,,,,,,,,,,
,,,,,,https://www.facebook.com/groups/livinginmorristowntn/posts/660349149458660,,,,,,,,,,
,,,,,,https://www.facebook.com/groups/motusnova/posts/4150367965203769,,,,,,,,,,
,,,,,,https://www.facebook.com/groups/livinginmorristowntn/posts/1003405441819694,,,,,,,,,,
"Grace Dental Care, LLC | Madison Heights MI","1415 E 12 Mile Rd, Madison Heights, MI, United States, 48071",,,,(248) 588-8966,,gracedentalcare@comcast.net,,https://www.facebook.com/gracedentalcare.llc,,,92% recommend (9 Reviews),,General Dentist,,
Brewer Family Dentistry | Brewer ME,"182 Wilson St, Brewer, ME, United States, 04412",,,,(207) 989-1952,http://thebrewerdentist.com/,brewerdentistry@gmail.com,,https://www.facebook.com/brewermainefamilydentistry,,,96% recommend (44 Reviews),,General Dentist,,
,,,,,,https://www.facebook.com/groups/1474787729357184/posts/2868825866620023,,,,,,,,,,
Hermitage Cosmetic and Implant Dentistry | Hermitage TN,"4251 Lebanon Pike, Hermitage, TN, United States, 37076",,,,(615) 889-5545,http://hcidentistry.com/,,,https://www.facebook.com/drwhitefielddental,,,100% recommend (79 Reviews),,General Dentist,,
,,,,,,https://www.facebook.com/mtviewfamilydental/posts/-dental-pain-can-feel-overwhelming-but-you-dont-have-to-face-it-alonewere-here-w/1292767142854772,,,,,,,,,,
Hammons Dental | Saint George UT,"2107 W Sunset Blvd, Ste 101, Saint George, UT, United States, 84770",,,,(435) 628-6644,http://www.hammonsdental.com/,,,https://www.facebook.com/p/hammons-dental-100063792720788,,,92% recommend (23 Reviews),,General Dentist,,
"Michael D Vaughan, DDS | Nashville TN","330 Wallace Rd, Suite 106, Nashville, TN, United States, 37211",,,,(615) 915-6090,http://www.triaxdental.com/,info@triaxdental.com,,https://www.facebook.com/mdvdds,,,100% recommend (8 Reviews),,General Dentist,,
,,,,,,https://www.facebook.com/groups/livinginmorristowntn/posts/1114443207382583,,,,,,,,,,
Acme Care Dental Center,"3067 Brick Church Pike
Nashville, TN 37207",,,,,https://acme-care-dental-center.hub.biz/,,,https://www.facebook.com/104962756236067,,,,,,,
"Affordable Dentures & Implants - Morristown, TN",,,,,,,,,https://www.facebook.com/61580487989548,,,Not yet rated (0 Reviews),,Dentist & Dental Office,,
Frontier Coffee Company,"1250 East Old Andrew Johnson HWY, Talbott, TN, United States, 37877",,,,,http://www.frontiercoffee.com/,info@frontiercoffee.com,,https://www.facebook.com/frontiercoffeecompany/about,,,,,Coffee shop,,
"Dr Mindy Thompson, DDS | Nashville TN","2551 Murfreesboro Pike, Nashville, TN, United States, 37217",,,,(615) 367-3509,http://www.drmindythompson.com/,smile@drmindythompson.com,,https://www.facebook.com/p/dr-mindy-thompson-dds-100063486403572,,,88% recommend (26 Reviews),,General Dentist,,
Lasting Impressions Family & Laser Dentistry | Hermon ME,"2370 Route 2, Hermon, ME, United States, 04401",,,,(207) 605-0220,http://lastingdentistry.com/,dentalteam@lastingdentistry.com,,https://www.facebook.com/lastingimpressionsfamilydentistry,,,94% recommend (29 Reviews),,General Dentist,,
,,,,,,https://www.facebook.com/czdc104/posts/good-morning-we-are-open-at-our-whitehaven-office-located-at-5119-millbranch-rd-/338259735919714,,,,,,,,,,
"Firestone Dental Group, P.L.L.C. | Memphis TN","1216 Thomas St, Memphis, TN, United States, 38107",,,,(901) 525-3800,http://www.firestonedentalgroup.com/,admin@firestonedentalgroup.com,,https://www.facebook.com/firestonedentalgrouppllc,,,,,General Dentist,,
"All Smiles & Wellness Family Dentistry, PC","4520 Elvis Presley Blvd, Memphis, TN, United States, 38116",,,,(901) 332-8080,http://www.allsmilesandwellness.net/,,,https://m.facebook.com/100063484845028/mentions,,,,,Dentist & Dental Office,,
Main Street Dental | Memphis TN,"99 S Main St, Memphis, TN, United States, 38103",,,,(901) 527-0716,http://www.msdmemphis.com/,appointments@msdmemphis.com,,https://www.facebook.com/msdmemphis,,,98% recommend (126 Reviews),,Medical Service,,
,,,,,,https://www.facebook.com/groups/354844184692577/posts/2569449586565348,,,,,,,,,,
Southern Smiles Dental | Oklahoma City OK,"9202 S. Pennsylvania Ave., , Oklahoma City, OK, United States, 73159",,,,(405) 682-4665,http://www.southernsmilesokc.com/,smileteam@southernsmilesokc.com,,https://www.facebook.com/smileteamssd,,,98% recommend (65 Reviews),,General Dentist,,
Jessica Jordan Inc. | Memphis MI,"80847 Main St, Memphis, MI, United States, 48041",,,,(810) 392-2500,,,,https://www.facebook.com/jessicajordaninc,,,98% recommend (28 Reviews),,Hair Salon,,
Everlasting Smile Dental Spa | Lancaster PA,"Lancaster, PA, United States, 17603",,,,(717) 922-8280,https://everlastingsmiledentalspa.com/,manager@everlastingsmiledentalspa.com,,https://www.facebook.com/100063823357967,,,Not yet rated (0 Reviews),,Dentist & Dental Office,,
"Uptown Dental Center, LLC","493 N Front St Ste 101
Memphis, TN 38105",,,,,,,,https://www.facebook.com/pages/uptown-dental-center-llc/257895101020519,,,,,,,
Clinica Smile Tannlegesenter,,,,,+47 22 23 33 33,http://clinicasmile.no/,,,https://www.facebook.com/clinicasmile.no,,,Not yet rated (2 Reviews),,Dentist & Dental Office,,
Jeffrey Ryu DMD,"6389 North Quail Hollow Road, Suite 202, 38120",,,,(901) 767-3950,http://www.jeffreyryudmd.com/,jeffreyryudmd@yahoo.com,,https://www.facebook.com/p/jeffrey-ryu-dmd-61560766467626,,,100% recommend (5 Reviews),,Dentist & Dental Office,,
,,,,,,https://www.facebook.com/dentistryateastpiedmont/posts/-we-are-so-excited-to-introduce-to-you-our-newest-doctor-dr-danielle-bauman-dr-d/5428372173888265,,,,,,,,,,
"Marc A. Cohen, DDS | Memphis TN","5356 Estate Office Dr, Ste 1, Memphis, TN, United States, 38119",,,,(901) 680-0823,http://www.mcohendds.com/,info@mcohendds.com,,https://www.facebook.com/mcohendds,,,Not yet rated (2 Reviews),,Prosthodontist,,
,,,,,,https://www.facebook.com/groups/2252408534887013/posts/8125435720917569,,,,,,,,,,
Westmoore Dental Studio | Oklahoma City OK,"11521 S. Western Ave, Suite C, Oklahoma City, OK, United States, 73170",,,,(405) 692-5800,http://www.westmooredentalstudio.com/,info@westmooredentalstudio.com,,https://www.facebook.com/westmooredentalstudio,,,100% recommend (13 Reviews),,General Dentist,,
Tannlegen Rett Hjem | Bærum,"Niels Leuchs vei 99, Bærum, Norway, 1359",,,,+47 67 14 10 82,https://www.tannlegenretthjem.no/kontakt-oss/,hei@tannlegenretthjem.no,,https://www.facebook.com/tannlegenretthjem,,,Not yet rated (1 Review),,Dentist & Dental Office,,
Brian Rhoads Family Dentistry | West Memphis AR,"110 Dover Rd., West Memphis, AR, United States, 72301",,,,(870) 735-3915,http://www.rhoadsdds.com/,rhoadsdds@gmail.com,,https://www.facebook.com/p/brian-rhoads-family-dentistry-100057121673242,,,98% recommend (98 Reviews),,Cosmetic Dentist,,
,,,,,,https://www.facebook.com/groups/901513360010114/posts/2943984555762974,,,,,,,,,,
,,,,,,https://www.facebook.com/dovefamilydentistrycovington/posts/good-evening-dove-family-dentistry-family-its-with-a-heavy-heart-that-i-would-li/940549424754498,,,,,,,,,,
Lynna Pillai DMD | Woodbury NY,"8285 Jeicho Turnpike Suite 3-C, Woodbury, NY, United States, 11797",,,,(516) 340-6012,https://www.lynnapillaidmd.com/,info@lynnapillaidmd.com,,https://www.facebook.com/lynnapillaidmd,,,94% recommend (30 Reviews),,Cosmetic Dentist · General Dentist,,
Eiksmarka Tannlegesenter | Oslo,"Niels Leuchs vei 99,, Oslo, Norway, 1359",,,,+47 67 14 10 82,http://www.eiksmarkatannlegesenter.no/,post@eiksmarkatannlegesenter.no,,https://www.facebook.com/eiksmarkatannlegesenter,,,100% recommend (59 Reviews),,General Dentist,,
Morristown Pediatric Dentistry | Morristown TN,"950 W 1st North St, Morristown, TN, United States, 37814",,,,(423) 581-1877,https://morristownpediatricdentist.com/appointment-request/,info@morristownpediatricdentist.com,,https://www.facebook.com/morristownpediatricdentist,,,96% recommend (408 Reviews),,Pediatric Dentist,,
,,,,,,https://www.facebook.com/groups/70182230742/posts/10162752009145743,,,,,,,,,,
,,,,,,https://www.facebook.com/groups/598974180921308/posts/1521029152049135,,,,,,,,,,
Highland Park Dental Center,"845 S Highland St
Memphis, TN 38111",,,,,,,,https://m.facebook.com/pages/highland-park-dental-center/154699177902414,,,,,,,
,,,,,,https://www.facebook.com/us101/videos/get-your-smile-on-/1739833643304977,,,,,,,,,,
,,,,,,https://www.facebook.com/affordabledenturesnashville/posts/1017148477085335,,,,,,,,,,
Pickwick Family Dental Care | Counce TN,"25 Old South Rd # 120, Counce, TN, United States, 38326",,,,(731) 689-3627,https://www.pickwickfamilydentalcare.com/,drdwalley@gmail.com,,https://www.facebook.com/p/pickwick-family-dental-care-100063590469528,,,Not yet rated (3 Reviews),,General Dentist,,
Imagix Dental | Atlanta GA,"2460 Cumberland Pkwy SE, Ste 210, Atlanta, GA, United States, 30339",,,,(678) 448-4125,https://imagixdental.com/dentist-office/atlanta-ga-30339?utm_source=Google&utm_medium=KnowledgePanel&utm_campaign=Website,,,https://www.facebook.com/dentalprofessionalsvinings,,,64% recommend (9 Reviews),,General Dentist · Orthodontist · Periodontist,,
"Gray Dental Care, PC | Nashville TN","625 Berry Rd, Nashville, TN, United States, 37204",,,,(615) 385-9400,http://www.GrayDentalCare.com/,,,https://www.facebook.com/p/gray-dental-care-pc-100077076413112,,,78% recommend (6 Reviews),,General Dentist,,
Italdent Dental Clinic Seychelles,"Sunshine House Providence, Victoria",,,,+248 4 373 588,http://www.dentistseychelles.com/,italdent.sc@gmail.com,,https://www.facebook.com/p/italdent-dental-clinic-seychelles-100088172081711,,,Not yet rated (0 Reviews),,General Dentist,,
German Dental Clinic,,,,,+20 10 02300578,,dental_material@hotmail.com,,https://www.facebook.com/germandental,,,Not yet rated (0 Reviews),,Local business,,
Impress Dental Clinic,Aarti chamber room 203- Mont Fleuri,,,,+248 4 322 200,,hello@impressclinic.com,,https://www.facebook.com/p/impress-dental-clinic-61559676730926,,,Not yet rated (0 Reviews),,Dentist & Dental Office,,
,,,,,,https://www.facebook.com/groups/stgeorgeutahwom/posts/1064250058807033,,,,,,,,,,
Cornerstone Family Dentistry Nashville | Nashville TN,"404 Welshwood Drive, Nashville, TN, United States, 37211",,,,(615) 333-3382,http://www.cornerstoneoralhealthcare.com/,info@cornerstonedentistrynashville.com,,https://www.facebook.com/cornerstonefamilydentistry,,,100% recommend (28 Reviews),,General Dentist,,
,,,,,,https://www.facebook.com/groups/377859419867490/posts/1370343207285768,,,,,,,,,,
Diamond Dent Seychelles,"Anse Aux Pins, Mahe, Seychelles",,,,+248 2 717 270,,diamond.dent.sc@gmail.com,,https://www.facebook.com/diamonddentsey,,,Not yet rated (2 Reviews),,Dentist & Dental Office,,
Kennebec Valley Dental Coalition d/b/a Waterville Community Dental Center | Oakland ME,"2 Evergreen Drive, Oakland, ME, United States, 04963",,,,(207) 861-5801,http://www.communitydental.org/,frontdesk@communitydental.org,,https://www.facebook.com/communitydentalofwaterville,,,94% recommend (12 Reviews),,Community Organization,,
Southeast Oral Surgery,,,,,,http://www.southeastoralsurgery.com/,info@seostn.com,,https://www.facebook.com/southeastoral,,,100% recommend (114 Reviews),,Oral Surgeon,,
Thompson Lane Family Dentistry | Nashville TN,"197 Thompson Lane Suite E, Nashville, TN, United States, 37211",,,,(615) 837-4525,,tlfamilydentistry.manage@gmail.com,,https://www.facebook.com/100068963600044,,,Not yet rated (0 Reviews),,Dentist & Dental Office,,
,,,,,,https://www.facebook.com/iccathedral/posts/this-beloved-fall-tradition-continues-lets-keep-the-spirit-alive-enjoy-fun-and-f/938198725014515,,,,,,,,,,
,,,,,,https://www.facebook.com/groups/667095713364229/posts/28494222150224878,,,,,,,,,,
Unland Dental Center | Hermitage TN,"4757 Andrew Jackson Pkwy, Hermitage, TN, United States, 37076",,,,(615) 885-0181,http://www.HermitageDentist.com/,unlanddental@yahoo.com,,https://www.facebook.com/unlanddental,,,98% recommend (21 Reviews),,General Dentist,,
"Brewer Detective Service, Inc. | Memphis TN","2555 Poplar Ave, Memphis, TN, United States, 38112",,,,(866) 840-2066,http://www.brewerdetective.com/,brewerdetective@gmail.com,,https://www.facebook.com/brewerdetective,,,,,Private Investigator,,
"Affordable Dentures and Implants - Memphis, TN | Memphis TN","3481 Poplar Avenue, Memphis, TN, United States, 38111",,,,(662) 929-1546,https://www.affordabledentures.com/locations/tn/memphis?utm_source=Facebook&utm_medium=Organic_Listing&utm_campaign=3074,,,https://www.facebook.com/adi03074,,,Not yet rated (0 Reviews),,Dentist & Dental Office,,
Centennial Village Dental Group | Memphis TN,"7825 Winchester Rd, Ste 115, Memphis, TN, United States, 38125",,,,(901) 752-1290,,centennialvillagedentalgroup@gmail.com,,https://www.facebook.com/keepyourbitebright,,,100% recommend (5 Reviews),,General Dentist,,
Stoy Robert D DDS,"1234 Marlin Rd
Memphis, TN 38116",,,,,,,,https://m.facebook.com/pages/stoy-robert-d-dds/146465615398043,,,,,,,
"Salansky Smiles General Dentistry, PLLC | Morristown TN","West 4th North Street, Morristown, TN, United States, 37814",,,,,,,,https://www.facebook.com/p/salansky-smiles-general-dentistry-pllc-100075995504526,,,100% recommend (8 Reviews),,General Dentist,,
